unit,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
PC_POP,N_GE1,DOM,Y_GE65,NO	22.16 	22.24 	: 	: 	24.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,PL	30.42 	29.87 	27.57 	27.13 	18.67 	14.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,PT	25.19 	26.5 	13.72 	14.33 	25.66 	22.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,RO	11.95 	11.28 	13.03 	12.25 	11.74 	11.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,SE	21.6 	27.64 	23.24 	22.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,SI	12.75 	15.5 	13.72 	13.77 e	13.18 e	13.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,SK	28.28 	26.25 	19.09 	23.14 	23.56 b	16.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,UK	: 	28.1 	30.86 	27.65 	29.41 	26.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_LT15,CH	: 	10.63 u	5.27 u	20.19 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_LT15,ES	: 	: 	: b	49.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_LT15,HR	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_LT15,HU	: 	41.95 	41.61 	40.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_LT15,IT	34.24 	38.04 	39.09 	31.49 b	49.72 	56.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_LT15,NL	28.95 	26.46 	26.53 	27.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_LT15,PT	44.74 	44.32 	68 	70.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,AT	41.38 	40.38 	34.79 	30.62 	39.05 	40.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,BE	28.64 b	14.31 	12.6 	7.23 	10.22 	4.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,BG	3.68 	2.56 	2.65 	3.27 	2.31 	1.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,CH	: 	50.48 u	51.68 u	53.27 u	51.05 u	45.74 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,CY	34.2 e	34.86 e	30.11 e	29.66 e	5.38 e	16.93 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,CZ	52.67 	43.33 	42.32 	43.04 	38.77 	46.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,DE	43.86 	46.15 	44.55 	43.73 	39.31 	39.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,DK	: 	24.33 	18.64 	20.02 	16.15 	12.76 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,EE	61.1 u	39.72 u	37.59 	44.56 	34.23 	43.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,EL	3.18 	1.59 u	3.07 	2.84 	1.9 	1.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,ES	23.62 	22.26 	19.68 b	7.71 	8.04 	8.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,FI	66.06 	55.84 	62.45 	55.09 	59.08 	60.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,FR	24.24 	19.74 	18.12 	22.21 	19.72 	15.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,HR	15.49 	15.22 u	13.46 b	14.61 	28.75 	11.5 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,HU	: 	14.23 	14.48 	12.63 	10.64 	12.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,IE	42.87 	40.84 	42.37 	40.12 	34.07 	38.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,IT	10.13 	10.85 	9.35 	7.15 b	5.13 	4.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,LT	2.24 u	2.49 u	2.84 u	2.58 	2.62 u	0.56 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,LU	: 	: c	: c	12.76 	15.36 	17.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,LV	26.83 	35.21 	30.33 	27.08 	23.83 	28.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,MT	29.1 	31.3 	21.27 	27.84 	20.66 	15.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,NL	44.3 	41.65 	44.22 	42.26 	47.54 	47.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,NO	56.34 	56.37 	: 	: 	62.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,PL	11 	9.8 	9.33 	9.79 	10.97 	11.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,PT	7.95 	7.58 	4.33 	4.16 	4.65 	4.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,RO	0.4 	0.23 	0.31 	0.38 	0.13 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,SE	52.26 	41.06 	43.14 	37.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,SI	27.3 	25.34 	18.31 u	27.21 e	27.85 e	35.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,SK	25.28 	24.55 u	25.4 u	6.6 	5.06 b	7.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y15-24,UK	: 	14.69 	15.62 	14.88 	17.85 	9.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,AT	38.38 	39.61 	36.06 	34.62 	36.49 	34.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,BE	33.22 b	20.53 	20.84 	18.78 	20.78 	13.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,BG	5.7 	2.14 	1.84 	1.55 	2.46 	2.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,CH	: 	46.93 	44.1 	46.13 	51.01 	47.55 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,CY	30.85 e	34.46 e	30.35 e	28.78 e	10.33 e	21.76 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,CZ	50.68 	43.52 	46.09 	44.38 	36.18 	40.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,DE	41.67 	42.18 	43.73 	41.2 	40.98 	40.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,DK	: 	17.2 	18.58 	17.85 	18.32 	12.57 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,EE	52.37 u	57.29 	50.07 	48.16 	38.09 	37.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,EL	3.22 	3.51 	2.9 	3.25 	1.58 	3.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,ES	26.1 	22.38 	19.28 b	8.79 	8.07 	9.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,FI	72.9 	69.34 	64.39 	67.58 	65.79 	63.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,FR	21.45 	20.24 	21.5 	22.33 	20.89 	22.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,HR	14.93 	13.79 	13.18 b	14.97 	22.36 	10.04 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,HU	: 	18.24 	20.57 	17.7 	13.47 	16.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,IE	45.91 	51.07 	45.76 	47.87 	40.64 	46.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,IT	12.92 	13.23 	10.05 	9.95 b	4.69 	6.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,LT	2.36 u	2.22 u	3.09 u	2.95 	2.35 u	0.96 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,LU	: 	: c	: c	14.59 	14.7 	13.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,LV	39.71 	30.55 	33.18 	31.2 	26.2 	24.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,MT	35.72 	29.25 	27.33 	24.44 	25.92 	15.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,NL	48.21 	47.73 	43.49 	44.16 	41.81 	46.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,NO	52.72 	52.56 	: 	: 	57.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,PL	12.89 	11.76 	12.68 	13.03 	6.81 	6.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,PT	8.56 	8.47 	5.99 	4.05 	6.86 	8.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,RO	0.68 	0.41 	0.42 	0.54 	0.36 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,SE	55.55 	33.7 	39 	32.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,SI	27.74 	29.12 	23.29 	24.69 e	25.59 e	29.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,SK	23.58 u	13.12 u	18.55 	18.93 	16.81 b	5.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-34,UK	: 	14.76 	15.97 	14.43 	20.15 	12.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,AT	39.06 	37.42 	34.81 	35.6 	37.61 	36.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,BE	32.92 b	22.59 	19.96 	17.78 	20.4 	14.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,BG	4.9 	2.61 	1.6 	1.62 	1.62 	2.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,CH	: 	46.63 	43.78 	45.11 	49.74 	44.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,CY	31.26 e	32.81 e	29.28 e	28.6 e	12.77 e	21.64 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,CZ	47.97 	42.53 	43.66 	41.56 	35.37 	43.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,DE	40.99 	42.11 	42.94 	40.27 	38.89 	39.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,DK	: 	18.46 	18.14 	20.1 	16.21 	14.28 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,EE	48.4 	49.01 	48.36 	46.7 	38.46 	37.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,EL	3.9 	3.08 	2.45 	2.8 	2.14 	2.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,ES	21.77 	19.42 	17.92 b	9.33 	8.58 	9.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,FI	71.64 	68.04 	66.93 	63.69 	63.79 	60.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,FR	21.32 	20.7 	21.26 	21.41 	20.5 	22.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,HR	12.12 	12.09 	11.64 b	14.07 	22.03 	9.48 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,HU	: 	20.43 	19.01 	16.49 	14.17 	17.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,IE	49.54 	50.77 	46.5 	48.81 	43.41 	47.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,IT	11.02 	13.17 	9.59 	8.99 b	5.57 	5.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,LT	2.13 u	2.12 u	2.94 u	2.74 	2.43 u	0.77 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,LU	: 	9.38 u	15.72 u	11.72 	11.88 	12.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,LV	35.87 	31.96 	32.72 	31.03 	23.87 	25.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,MT	30.47 	25.94 	22.93 	23.68 	20.51 	12.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,NL	45.44 	45.52 	41.34 	41.43 	41.36 	44.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,NO	56.34 	56.14 	: 	: 	61.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,PL	13.72 	12.38 	13.39 	12.28 	6.62 	6.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,PT	9.77 	9.28 	6.55 	5.16 	6.76 	7.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,RO	0.5 	0.33 	0.48 	0.38 	0.27 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,SE	56.08 	36.25 	41.24 	35.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,SI	28.87 	28.99 	22.78 	24.92 e	22.67 e	27.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,SK	21.7 u	13.96 u	21.03 	17.74 	12.97 b	5.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y25-44,UK	: 	17.53 	15.99 	17.43 	20.27 	10.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,AT	39.78 	35.15 	33.53 	36.55 	38.63 	38.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,BE	32.62 b	24.15 	19.18 	16.93 	20.04 	14.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,BG	4.17 	2.98 	1.38 	1.7 	0.82 	1.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,CH	: 	46.33 	43.45 	44.22 	48.62 	41.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,CY	31.75 e	30.83 e	28 e	28.37 e	15.71 e	21.51 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,CZ	45.81 	41.74 	41.69 	39.23 	34.67 	45.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,DE	40.26 	42.03 	42.17 	39.41 	37.01 	39.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,DK	: 	19.66 	17.74 	22.08 	14.39 	15.74 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,EE	44.17 u	40.15 u	46.56 	45.17 	38.85 	37.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,EL	4.41 	2.76 	2.09 	2.43 	2.62 	1.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,ES	18.7 	17.29 	16.91 b	9.74 	8.99 	9.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,FI	70.34 	66.69 	69.6 	59.59 	61.69 	57.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,FR	21.21 	21.11 	21.05 	20.61 	20.17 	21.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,HR	9.65 	10.63 	10.56 b	13.52 	21.56 	8.97 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,HU	: 	22.2 	17.89 	15.51 	14.81 	18.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,IE	52.55 	50.52 	47.15 	49.68 	46.13 	47.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,IT	9.63 	13.12 	9.28 	8.38 b	6.22 	4.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,LT	1.88 u	2.02 u	2.79 u	2.54 	2.5 u	0.59 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,Y35-44,LU	: 	10.12 u	10.3 u	9 	9.2 	11.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
