unit,duration,partner,sex,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
PC_POP,N_GE4,DOM,M,IT	21.85 	22.19 	23.25 	22.04 b	23.64 	28.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,LT	5.57 	6.16 	7.17 	6.47 	5.87 	4.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,LU	: 	: c	0 u	1.25 	0.42 	0.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,LV	7.59 	7.23 	5.98 	5.78 	7.51 	8.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,MT	6.91 	6.03 	5.01 	7.33 	4.68 	7.58 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,NL	14.22 	15.69 	16.8 	17.04 	17.51 	17.35 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,NO	16.48 	16.61 	: 	: 	14.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,PL	26.38 	26.23 	24.56 	21.42 	26.23 	18.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,PT	19.47 	19.68 	11.47 	11.19 	18.9 	15.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,RO	9.11 	8.6 	9.45 	9.24 	9.02 	9.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,SE	14.03 	10.31 	8.47 	10.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,SI	6.34 	8.06 	8.23 	7.22 e	7.43 e	8.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,SK	15.45 	17.96 	14.39 	15.11 	14.2 b	12.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,UK	: 	16.13 	16.72 	16.24 	18.68 	18.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,AT	8.74 	8.71 	8.55 	8.82 	8.3 	9.79 	9.6 	9.2 	10.4 	10.6 	10.3 	19.1 	10.6 	16.4 	16.8 	10.1 	12.5 	10.6 	11.8 	11.3 	: 	11.2 	: 	: 
PC_POP,N_GE4,DOM,T,BE	2.85 b	2.04 	2.36 	2.09 	2.88 	3.76 	4.3 	3.5 	4.9 	5.2 	4.9 	5.6 	6 	6 	5.7 	5.7 	5.5 	: 	6 	8.3 	: 	11.2 	: 	: 
PC_POP,N_GE4,DOM,T,BG	21.28 	17.44 	17.95 	14.82 	11.95 	9.15 b	13.5 e	13.4 e	18.3 e	13.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,CH	: 	7.74 	7.4 	8.55 	8.53 	9.94 	13.6 	10.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,CY	12.73 e	12.63 e	16.01 e	10.52 e	7.05 e	8.12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,CZ	26.61 	26.86 	25.77 	29.8 	24.48 	23.09 	23.1 	31.8 	29.4 e	24.4 e	25.9 	24.7 	27.5 	26.6 	24.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,DE	13.3 	14.73 	15.98 	16.19 	15.67 	16.05 	21.5 	21.7 	26.2 e	22.6 	21.4 	24.5 	25.7 	19.8 	19.8 	20.7 	27.2 	24.8 	22.4 	21.9 	23.7 	: 	: 	: 
PC_POP,N_GE4,DOM,T,DK	: 	19.25 	19.36 	20.34 	19.08 	16.59 	15.3 	10.4 	10.2 	10.5 	9.7 	9.7 	14.3 	13.6 	18.2 	15.4 	15.2 	17.8 	15.3 	17.1 	15.9 	19.6 	: 	: 
PC_POP,N_GE4,DOM,T,EE	11.56 	11.03 	9.39 	10.84 	9.97 	10.54 b	: 	: 	8.4 	6.1 	7.3 	6.2 	10.3 	9.5 	9.5 	13 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,EL	28.48 	24.47 	25.4 	28.15 	23.38 	25.13 	26 	27.7 	36.4 	36.2 	37 	38.4 	41 	30.9 	38.1 	37.4 	38.5 	42.4 	39.2 	54.2 	61.3 	72.9 	35.7 	36.1 
PC_POP,N_GE4,DOM,T,ES	32.1 	33.56 	32.18 b	28.92 	29.92 	28.59 	29.8 	27.8 	31.1 	32.5 	33.4 	34.8 	31.6 	26.7 	43.9 	44.6 	45.5 	73.7 	58.2 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,EU27	: 	: 	: 	: 	: 	: 	24.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,EU28	: 	: 	: 	: 	: 	: 	24.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,FI	26.73 	28.26 	30.05 	29.82 	28.77 	29.7 b	26.2 	25.8 	25.6 	25.8 	28.8 	24.5 	27.1 	27.5 	30.4 	29.8 	28.3 	28.3 	26.7 	28.4 	29.5 	26.6 	34.4 	28.9 
PC_POP,N_GE4,DOM,T,FR	36.04 	41.18 	43.06 	43.02 	43.92 	44.75 	43.4 	43.4 	44.9 	45 	45.5 	45.6 	46.4 	39.9 	41.2 	: 	41 	40.5 	41.9 	42.4 	43.6 	: 	: 	: 
PC_POP,N_GE4,DOM,T,HR	21.45 	22.6 	20.9 b	22.32 	18.76 	21.3 	20.7 	27.5 	24.5 	23.6 	21.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,HU	: 	18.47 	18.54 	19.47 	19.66 	19.33 b	17.3 	30.4 	30.5 	34.7 	20.6 	26.3 	33.7 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,IE	8.47 	7.87 	8.94 	9 	8.97 	8.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.2 	22.8 	36.1 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,IT	21.79 	21.59 	23.66 	21.59 b	23.84 	27.67 	27.8 	30.1 	30.7 	30 	35.7 	35.7 	35.5 	35.6 	36.3 	36 	35.4 	34.4 	31.8 	32.6 	35.9 	: 	: 	: 
PC_POP,N_GE4,DOM,T,LT	5.1 	5.36 	6.17 	6.07 	5.43 	4.8 	9.7 	8.9 	9.7 	8.1 	5.2 	5.6 	4.9 	12.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,LU	: 	: c	: c	0.8 	0.21 	0.43 	0 	0.2 	: 	: 	: 	0.3 	0.3 	0.3 	0.3 	0.6 	0.3 	0.3 	0.9 	0.3 	0.6 	: 	: 	: 
PC_POP,N_GE4,DOM,T,LV	6.95 	6.79 	6.08 	5.31 	7.05 	8.33 	6.8 	9.8 	10.2 	10.2 	10.2 	11.4 	13.4 	14.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,MT	5.98 	5.46 	5.35 	7.25 	5.7 	7.3 b	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,NL	15.05 	16.78 	16.59 	16.98 	17.3 	18.1 b	12.8 	13.6 	14.1 	13.3 	14.2 	15.4 	14.4 	15.6 	15 	14.6 	17.1 	17.4 	17.8 	18.1 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,NO	15.27 	15.34 	: 	: 	13.04 	: 	14.7 	18.3 	18.6 	16.3 	16.8 	22.4 	19.2 	20.9 	24.4 	21 	24.7 	25.8 	26.4 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,PL	27.02 	26.27 	24.96 	22.29 	24.85 	22.48 	20.4 e	21.6 	24.2 	23.3 	22.5 	23 	24.8 	24.5 e	27.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,PT	20.16 	20.26 	11.4 	11.29 	19.78 	15.85 	16.7 	16.4 	19.1 	12.4 	13.7 	19.6 	19.9 	21.3 	22.3 	25.1 	26.2 	23.7 	24.3 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,RO	8.71 	8.26 	9.15 	8.98 	8.75 	9.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,SE	12.84 	10.67 	10.14 	10.61 	: 	37.8 	38.4 	39.3 	37.1 	36.9 	37 	38.1 	: 	: 	: 	: 	: 	: 	: 	: 	55.9 	: 	: 	: 
PC_POP,N_GE4,DOM,T,SI	6.89 	8.43 	7.77 	8.23 e	7.82 e	8.62 	9.7 	11 	12.6 	11.7 	12.6 	12.2 	12.1 	12.1 	13.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,SK	16.56 	17.39 	15.32 	13.91 	14.99 b	13.74 	16.2 	16.2 	19.2 	18.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,T,UK	: 	15.69 	15.67 	15.57 	18.44 	20.84 	21.5 	21.2 	21.6 	19.9 	19.1 	21.6 	20.8 	15.7 	17.9 	19.1 	19.6 	20.9 	26 	33.6 	35.9 	34.6 	: 	: 
PC_POP,N_GE4,DOT,F,AT	34 	32.53 	33.23 	30.76 	35.2 	33.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,BE	25.08 b	15.9 	13.99 	11.22 	16.22 	11.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,BG	2.12 	0.54 	0.97 	0.61 	0.43 	0.38 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,CH	: 	19.32 	20.76 	18.98 	19.29 	19.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,CY	24.01 e	24.27 e	22.81 e	22.37 e	6.48 e	11.41 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,CZ	20.88 	19.88 	15.9 	17.26 	14.94 	17.95 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,DE	19.49 	17.53 	17.7 	20.09 	18.45 	16.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,DK	: 	19.43 	18.93 	16.69 	16.25 	12.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,EE	12.61 u	6.03 u	8.26 	11.5 	10.7 	7.03 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,EL	2.03 	1.57 	1.74 	1.84 	1.47 	1.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,ES	10.68 	9.77 	8.86 b	4.1 	4.07 	4.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,FI	20.98 	27.04 	26.34 	22.87 	23.38 	22.06 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,FR	13.75 	13.5 	14.83 	15.28 	15.12 	14.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,HR	4.61 	3.51 	3.16 b	3.57 	4.73 	4.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,HU	: 	6.36 	5.41 	6.18 	6.33 	6.59 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,IE	26.4 	24.48 	23.45 	23.25 	22.77 	21.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,IT	5.17 	6.36 	4.39 	4.37 b	3.22 	2.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,LT	0.91 u	0.89 u	0.8 u	0.33 	0.74 u	0.42 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,LU	: 	: c	: c	2.46 	1.68 	2.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,LV	5.02 	5.3 	5.75 	4.61 	2.8 	4.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,MT	8.49 	5.5 	4.11 	5.38 	5.55 	3.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,NL	16.29 	16.57 	16.45 	15.73 	16.39 	17.72 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,NO	35.06 	35.18 	: 	: 	37.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,PL	5.28 	5.36 	5.47 	4.7 	4.57 	4.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,PT	6.32 	6.38 	3.48 	2.97 	4.48 	2.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,RO	0.23 	0.17 	0.29 	0.2 	0.13 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,SE	26.4 	20.11 	22.3 	21.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,SI	6.94 	6.26 	5.09 	5.92 e	5.75 e	7.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,SK	10.54 	7.5 	6.33 u	2.89 	3.3 b	1.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,F,UK	: 	5.83 	6.88 	5.89 	7.48 	9.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,AT	31.03 	31.2 	28.89 	30.73 	30.78 	32.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,BE	24.04 b	15.25 	15.09 	10.74 	14.25 	9.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,BG	1.48 	0.52 	1.38 	0.8 	0.63 	0.34 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,CH	: 	16.39 	16.6 	20.01 	23.37 	17.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,CY	21.38 e	24.22 e	21.43 e	20.74 e	7.95 e	10.04 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,CZ	18.66 	18.33 	17.11 	16.59 	15.59 	19.34 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,DE	18.37 	18.51 	18.11 	17.19 	16.13 	18.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,DK	: 	15.05 	15.79 	16.68 	14.78 	11.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,EE	: c	: c	6.36 	7.5 	7.9 	7.86 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,EL	1.59 	1.15 	1.65 	1.51 	1.31 	0.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,ES	8.82 	8.35 	7.98 b	3.47 	3.62 	3.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,FI	26.43 	23.89 	23.9 	20.54 	25.29 	22.84 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,FR	14.36 	15.32 	14.65 	14.89 	14.52 	13.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,HR	4.58 	3.5 u	3.51 b	4.2 	5.01 	4.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,HU	: 	6.32 	5.79 	5.7 	5.75 	6.58 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,IE	23.11 	21.07 	20.58 	22.25 	20.64 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,IT	6.09 	6.23 	5.52 	4.49 b	2.85 	2.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,LT	1.06 u	0.93 u	0.98 u	1.48 	0.97 u	0.53 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,LU	: 	: c	: c	1.11 	1.95 	2.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,LV	5.42 	5.7 	5.85 	5.5 	2.39 	3.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,MT	7.98 	5.62 	6.39 	7.43 	5.37 	4.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,NL	15.75 	15.7 	15.18 	13.62 	15.51 	15.68 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,NO	31.96 	31.86 	: 	: 	30.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,PL	5.99 	5.72 	5.59 	5.65 	4.98 	4.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,PT	6.78 	6.65 	4.08 	3.58 	4.42 	2.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,RO	0.33 	0.22 	0.29 	0.32 	0.16 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,SE	23.23 	19.07 	26.2 	18.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,SI	5.6 	5.7 	5.63 	5.53 e	5.62 e	6.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,SK	8.79 	7.67 	7.14 u	3.59 	3.91 b	3.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,M,UK	: 	4.6 	5.63 	4.46 	6.15 	7.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,T,AT	32.55 	31.88 	31.12 	30.75 	33.06 	32.6 	31.5 	30.9 	31.1 	31.9 	28.4 	33.2 	26.1 	7.2 	6.1 	8.5 	8.7 	9.3 	9 	7.7 	: 	8.7 	: 	: 
PC_POP,N_GE4,DOT,T,BE	24.57 b	15.59 	14.54 	10.99 	15.25 	10.39 	5.2 	4.9 	4.7 	5.1 	5.3 	5.2 	6.8 	5.8 	5.8 	4.7 	4.5 	: 	4.9 	6.5 	: 	5.7 	: 	: 
PC_POP,N_GE4,DOT,T,BG	1.82 	0.53 	1.17 	0.7 	0.53 	0.36 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,T,CH	: 	17.87 	18.71 	19.49 	21.29 	18.39 	7.2 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,T,CY	22.74 e	24.24 e	22.14 e	21.58 e	7.19 e	10.75 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,T,CZ	19.8 	19.13 	16.49 	16.94 	15.26 	18.63 e	18.9 	6.8 	13.9 e	11.9 e	14.6 	13.9 	12.9 	12.5 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,T,DE	18.94 	18.01 	17.9 	18.68 	17.31 	17.61 	14.5 	14.1 	3.6 e	11.7 	7 	6.3 	8.9 	7.6 	9.3 	6.3 	5.7 	5.8 	: 	14.6 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,T,DK	: 	17.27 	17.38 	16.69 	15.53 	11.75 	11 	8.2 	8.4 	8.3 	7.5 	7.5 	11.1 	7.7 	11.1 	9.9 	10.9 	9.1 	10 	9.5 	12 	12.6 	: 	: 
PC_POP,N_GE4,DOT,T,EE	11.34 u	6.35 u	7.39 	9.67 	9.43 	7.4 b	: 	: 	7.1 	7.8 	7.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,T,EL	1.82 	1.37 	1.7 	1.68 	1.39 	1.09 	0.5 	0.6 	0.7 	0.8 	0.7 	0.5 	0.8 	0.3 	0.4 	0.6 	0.7 	0.8 	0.3 	0.3 	0.4 	0.6 	1.2 	1.2 
PC_POP,N_GE4,DOT,T,ES	9.76 	9.07 	8.43 b	3.79 	3.85 	4.03 	4.6 	4.6 	4.7 	4.9 	4.4 	4.7 	3.8 	2.7 	1.2 	1.1 	1.1 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,T,FI	23.68 	25.48 	25.13 	21.72 	24.32 	22.45 b	17.6 	16.8 	17.5 	18 	17.3 	17.8 	17.6 	15.7 	13.9 	13.8 	15.5 	13.2 	13.4 	11.4 	14.3 	10.2 	4.4 	11.6 
PC_POP,N_GE4,DOT,T,FR	14.04 	14.44 	14.74 	15.09 	14.84 	14.05 	14 	13.9 	13.6 	14.5 	14.9 	15 	15.5 	13.7 	12.4 	: 	11.9 	12.8 	12.6 	12.8 	12.3 	: 	: 	: 
PC_POP,N_GE4,DOT,T,HR	4.59 	3.51 	3.33 b	3.87 	4.88 	4.56 	3.9 	5.9 	6.4 	5 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,T,HU	: 	6.34 	5.59 	5.95 	6.06 	6.58 b	5.4 	3.3 	3.5 	4.7 	6.3 	1 	2.4 	2.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
